Gene	Synonmys	all	aml	anal	rectal	colon	bladder	uterine	bone	breast	cns	esophageal	gastric	kaposi	melanoma	ovarian	cervical	mds	nhl	pancreas	nsclc	sclc	hnscc
SELE		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SELENOP		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENOS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELL		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA3A		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA4A		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA5A		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
SEMA6B		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA7A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPHS2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEPTIN4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERAC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"SERF1A SERF1B"		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERGEF		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERPINA10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERPINB7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINF1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERPINF2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPING1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINH1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERTAD1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SESN1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SETD6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETD7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETDB2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SETX		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SF3B2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SF3B6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFN		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFSWAP		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFT2D1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFXN3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGF29		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"SGK3 C8orf44-SGK3"		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SGMS2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SGO1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGPP1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGSM1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGTA		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SGTB		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SH2B1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SH2D3C		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D4B		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BGRL3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BP5L		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SH3GLB1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3PXD2B		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SHANK1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHC4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHCBP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHD		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHE		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHH		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA9		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHISAL2A		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHOC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHPK		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHPRH		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHQ1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHROOM4		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SIDT1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC1		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGMAR1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIMC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIPA1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIRT2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT7		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SIVA1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIX5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SKAP2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SKIDA1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIV2L		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLA		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLAMF7		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLBP		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC10A6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC13A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC13A5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC15A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A1		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A4		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC18A1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC1A6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC20A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC22A13		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC22A6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC24A4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A10		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A11		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A12		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A19		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A23		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A26		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A28		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A30		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A34		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A35		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A39		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A40		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A41		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A45		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC25A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A8		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC28A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC28A2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SLC29A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC2A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC2A2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC2A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC31A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC34A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35B3		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC35B4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC35F2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC35G1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC35G2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC35G6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC36A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC36A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC36A3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC37A4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC38A10		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC38A2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A8		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC39A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SLC39A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A8		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC41A2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC43A1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC44A3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A5		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC46A3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A8		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC52A2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A11		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A3		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SLC6A1		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A13		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A14		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A17		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A18		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A19		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A20		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC6A8		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A10		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC7A14		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A9		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC9A3R2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC9A5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A9		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC9B2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLF1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLFNL1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLIRP		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLIT3		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLPI		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX4IP		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMAD6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SMAD7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAGP		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMC4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMC5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMC6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMCHD1		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMCO1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMIM19		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM27		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM41		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM6		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM8		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMLR1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SMN2 SMN1"		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMNDC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMPDL3B		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMS		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SMUG1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMYD2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNAI1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SNAP47		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNCAIP		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SNCG		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNIP1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRNP35		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPA1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPC		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPD1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPD2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPE		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SNRPG		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNTA1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNTN		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SNX1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX10		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX12		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SNX15		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNX17		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX19		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNX33		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SNX8		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SOAT2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOCS2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOCS4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOCS7		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SOHLH1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORBS3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SORCS2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SORCS3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHA		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHB		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHD		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SOX13		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SOX18		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SOX30		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPACA3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPAG7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA18		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPATA32		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA7		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPATS1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPATS2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPC25		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPCS3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPDEF		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYA		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPG21		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SPIDR		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
